File,Start Line,End Line,Api,Type,Tips
core/models/predict.py,359,359,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,364,364,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,383,383,torch.stack,SUPPORTED,"The corresponding api of ""torch.stack"" is ""mindspore.ops.Stack"", will be converted to ""x2ms_adapter.stack"" by x2mindspore."
core/models/predict.py,387,387,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/models/predict.py,421,421,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/models/predict.py,422,422,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/models/predict.py,447,447,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,451,451,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,454,454,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,485,485,torch.stack,SUPPORTED,"The corresponding api of ""torch.stack"" is ""mindspore.ops.Stack"", will be converted to ""x2ms_adapter.stack"" by x2mindspore."
core/models/predict.py,492,492,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/models/predict.py,516,516,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/models/predict.py,517,517,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/models/predict.py,542,542,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,547,547,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,550,550,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,567,567,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/models/predict.py,573,573,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/models/predict.py,579,579,torch.stack,SUPPORTED,"The corresponding api of ""torch.stack"" is ""mindspore.ops.Stack"", will be converted to ""x2ms_adapter.stack"" by x2mindspore."
core/models/predict.py,584,584,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/models/predict.py,608,608,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/models/predict.py,609,609,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/models/predict.py,634,634,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,639,639,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,642,642,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,659,659,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/models/predict.py,665,665,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/models/predict.py,671,671,torch.stack,SUPPORTED,"The corresponding api of ""torch.stack"" is ""mindspore.ops.Stack"", will be converted to ""x2ms_adapter.stack"" by x2mindspore."
core/models/predict.py,676,676,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/models/predict.py,700,700,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/models/predict.py,701,701,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/models/predict.py,726,726,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,731,731,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,734,734,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,751,751,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/models/predict.py,757,757,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/models/predict.py,763,763,torch.stack,SUPPORTED,"The corresponding api of ""torch.stack"" is ""mindspore.ops.Stack"", will be converted to ""x2ms_adapter.stack"" by x2mindspore."
core/models/predict.py,768,768,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/models/predict.py,793,793,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/models/predict.py,794,794,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/models/predict.py,819,819,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,824,824,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,827,827,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/models/predict.py,844,844,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/models/predict.py,850,850,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/models/predict.py,856,856,torch.stack,SUPPORTED,"The corresponding api of ""torch.stack"" is ""mindspore.ops.Stack"", will be converted to ""x2ms_adapter.stack"" by x2mindspore."
core/layers/InterST_LSTMCell.py,6,6,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/layers/InterST_LSTMCell.py,13,13,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterST_LSTMCell.py,14,14,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,15,15,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterST_LSTMCell.py,17,17,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterST_LSTMCell.py,18,18,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,19,19,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterST_LSTMCell.py,21,21,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterST_LSTMCell.py,22,22,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,23,23,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterST_LSTMCell.py,25,25,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterST_LSTMCell.py,26,26,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,27,27,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterST_LSTMCell.py,29,29,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,38,38,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterST_LSTMCell.py,39,39,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,40,40,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterST_LSTMCell.py,44,44,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterST_LSTMCell.py,45,45,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,46,46,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterST_LSTMCell.py,50,50,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterST_LSTMCell.py,51,51,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,52,52,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterST_LSTMCell.py,56,56,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/InterST_LSTMCell.py,57,57,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/InterST_LSTMCell.py,58,58,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/InterST_LSTMCell.py,61,61,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/layers/InterST_LSTMCell.py,62,62,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/layers/InterST_LSTMCell.py,63,63,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/layers/InterST_LSTMCell.py,64,64,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
core/layers/InterST_LSTMCell.py,72,72,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_nn.ReLU"" by x2mindspore."
core/layers/InterST_LSTMCell.py,73,73,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_nn.ReLU"" by x2mindspore."
core/layers/InterST_LSTMCell.py,78,78,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/InterST_LSTMCell.py,79,79,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/InterST_LSTMCell.py,80,80,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
core/layers/InterST_LSTMCell.py,82,82,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/InterST_LSTMCell.py,83,83,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/InterST_LSTMCell.py,84,84,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/InterST_LSTMCell.py,88,88,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/InterST_LSTMCell.py,89,89,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/InterST_LSTMCell.py,90,90,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/InterST_LSTMCell.py,94,94,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
core/layers/InterST_LSTMCell.py,95,95,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
core/layers/InterST_LSTMCell.py,96,96,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
core/layers/CausalLSTMCell.py,5,5,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
core/layers/CausalLSTMCell.py,20,20,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,21,21,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,22,22,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,23,23,torch.nn.Parameter,SUPPORTED,"The corresponding api of ""torch.nn.Parameter"" is ""mindspore.Parameter"", will be converted to ""mindspore.Parameter"" by x2mindspore."
core/layers/CausalLSTMCell.py,23,23,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
core/layers/CausalLSTMCell.py,24,24,torch.nn.Softmax,SUPPORTED,"The corresponding api of ""torch.nn.Softmax"" is ""mindspore.nn.Softmax"", will be converted to ""x2ms_nn.Softmax"" by x2mindspore."
core/layers/CausalLSTMCell.py,31,31,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/CausalLSTMCell.py,32,32,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
core/layers/CausalLSTMCell.py,37,37,torch.nn.LayerNorm,SUPPORTED,"The corresponding api of ""torch.nn.LayerNorm"" is ""mindspore.nn.LayerNorm"", will be converted to ""x2ms_nn.LayerNorm"" by x2mindspore."
core/layers/CausalLSTMCell.py,38,38,torch.nn.Sequential,SUPPORTED,"The corresponding api of ""torch.nn.Sequential"" is ""mindspore.nn.SequentialCell"", will be converted to ""x2ms_nn.Sequential"" by x2mindspore."
core/layers/CausalLSTMCell.py,39,39,torch.nn.Conv2d,SUPPORTED,"The corresponding api of ""torch.nn.Conv2d"" is ""mindspore.nn.Conv2d"", will be converted to ""x2ms_nn.Conv2d"" by x2mindspore."
